trading_day,datetime,symbol,tq_symbol,exchange,product,sector,contract_id,open,high,low,close,volume,open_oi,close_oi,amount,data_source,contract_mode,duration_seconds,fetch_time
2025-08-22,1.755792e+18,V,KQ.m@DCE.v,DCE,v,chemical,2341.0,5000.0,5022.0,4984.0,5019.0,692733.0,973267.0,981231.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-25,1.7560512e+18,V,KQ.m@DCE.v,DCE,v,chemical,2342.0,5021.0,5077.0,5012.0,5047.0,1088126.0,981231.0,1008160.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-26,1.7561376e+18,V,KQ.m@DCE.v,DCE,v,chemical,2343.0,5058.0,5063.0,4994.0,4999.0,736194.0,1008160.0,1057318.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-27,1.756224e+18,V,KQ.m@DCE.v,DCE,v,chemical,2344.0,4993.0,5031.0,4945.0,4949.0,744393.0,1057318.0,1109875.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-28,1.7563104e+18,V,KQ.m@DCE.v,DCE,v,chemical,2345.0,4949.0,4964.0,4914.0,4946.0,826206.0,1109875.0,1150698.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-29,1.7563968e+18,V,KQ.m@DCE.v,DCE,v,chemical,2346.0,4950.0,4950.0,4887.0,4907.0,806396.0,1150698.0,1195233.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-09-01,1.756656e+18,V,KQ.m@DCE.v,DCE,v,chemical,2347.0,4907.0,4911.0,4860.0,4894.0,767794.0,1195233.0,1199736.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-09-02,1.7567424e+18,V,KQ.m@DCE.v,DCE,v,chemical,2348.0,4892.0,4918.0,4869.0,4888.0,751072.0,1199736.0,1206310.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-09-03,1.7568288e+18,V,KQ.m@DCE.v,DCE,v,chemical,2349.0,4898.0,4941.0,4867.0,4878.0,853835.0,1206310.0,1216931.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-09-04,1.7569152e+18,V,KQ.m@DCE.v,DCE,v,chemical,2350.0,4875.0,4893.0,4846.0,4883.0,778213.0,1216931.0,1209475.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-09-05,1.7570016e+18,V,KQ.m@DCE.v,DCE,v,chemical,2351.0,4882.0,4928.0,4847.0,4913.0,938342.0,1209475.0,1198710.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
