hl_n,bandwidth_p,max_lag,active_lag_count,hl_weight_grid_size,hl_weight_scale,Q_gsd,TQ_gsd,C_robust,D_robust,M_robust,pvalue,C_iid,D_iid,M_iid,pvalue_iid,decision,z_raw_mean,z_raw_second_moment,z_restandardized,z_used_mean,z_used_second_moment,symbol,best_model_name,sample_size,bandwidth_multiplier,base_bandwidth_p
2536,21.000862779367267,21,21,15,1.0,10.874273555310927,10.874273555310927,13.258041495157487,6.378262569285757,-0.37373311524136527,0.6456985573252867,13.258041495157485,3.4652323312244215,-0.6879099904404582,0.7542452675566534,FAIL_TO_REJECT,-0.01331981085868793,0.9980850629973903,True,-1.9612772674766174e-17,1.0,HC,19_AR1_EGARCH11_t,2536,1.0,21.000862779367267
2536,31.5012941690509,31,31,15,1.0,15.776139481680689,15.776139481680689,20.382871344802005,8.691004081958006,-0.5300574961970862,0.70196396637705,20.382871344802012,4.333227839643419,-1.0631178496952542,0.8561357446526128,FAIL_TO_REJECT,-0.01331981085868793,0.9980850629973903,True,-1.9612772674766174e-17,1.0,HC,19_AR1_EGARCH11_t,2536,1.5,21.000862779367267
2536,42.001725558734535,42,42,15,1.0,22.426479220179022,22.426479220179022,27.510394253180966,11.029623117075563,-0.4609327969811821,0.6775765896683988,27.510394253180962,5.055139356909076,-1.0056923605980388,0.8427182104228577,FAIL_TO_REJECT,-0.01331981085868793,0.9980850629973903,True,-1.9612772674766174e-17,1.0,HC,19_AR1_EGARCH11_t,2536,2.0,21.000862779367267
2537,10.501811391196394,10,10,15,1.0,14.890445431572067,14.890445431572067,6.9272608084277225,3.937291176799996,2.0225033571472766,0.02156218856343073,6.927260808427722,2.61456290001338,3.0457039771747674,0.0011606813011626471,REJECT,-0.004937690223211494,1.016780054799072,True,-1.9605041979979115e-17,1.0000000000000002,I,09_EGARCH11_skewt,2537,0.5,21.00362278239279
2537,21.00362278239279,21,21,15,1.0,24.174289895920634,24.174289895920634,14.948081233868049,6.900124514011745,1.3371075613660848,0.09059376468592262,14.948081233868043,3.9454956043559526,2.338415648433764,0.009682848374436226,FAIL_TO_REJECT,-0.004937690223211494,1.016780054799072,True,-1.9605041979979115e-17,1.0000000000000002,I,09_EGARCH11_skewt,2537,1.0,21.00362278239279
2537,31.505434173589183,31,31,15,1.0,32.907572224196116,32.907572224196116,22.981060634357124,9.998206994118156,0.992829173838735,0.1603966050375114,22.981060634357124,4.93377666300069,2.0119499255569777,0.02211260789216829,FAIL_TO_REJECT,-0.004937690223211494,1.016780054799072,True,-1.9605041979979115e-17,1.0000000000000002,I,09_EGARCH11_skewt,2537,1.5,21.00362278239279
2537,42.00724556478558,42,42,15,1.0,41.1202336135829,41.1202336135829,31.017070434577363,13.097172610587414,0.771400322756562,0.22023484192653386,31.01707043457737,5.755731014428501,1.7553223306785632,0.03960209446768059,FAIL_TO_REJECT,-0.004937690223211494,1.016780054799072,True,-1.9605041979979115e-17,1.0000000000000002,I,09_EGARCH11_skewt,2537,2.0,21.00362278239279
2536,10.500431389683634,10,10,15,1.0,9.077436756028911,9.077436756028911,12.929497602863563,8.927976757883958,-0.431459551396462,0.6669328713589902,12.929497602863563,4.90652179055993,-0.7850899295394868,0.7837995781389338,FAIL_TO_REJECT,-0.012842628935019461,1.044367517193521,True,-1.2608211005206825e-17,1.0,JM,19_AR1_EGARCH11_t,2536,0.5,21.000862779367267
2536,21.000862779367267,21,21,15,1.0,18.805464520575992,18.805464520575992,27.90039771784113,18.29338182708464,-0.49717068627515604,0.6904656544388198,27.90039771784113,7.404235785639383,-1.2283419194868006,0.8903406795298566,FAIL_TO_REJECT,-0.012842628935019461,1.044367517193521,True,-1.2608211005206825e-17,1.0,JM,19_AR1_EGARCH11_t,2536,1.0,21.000862779367267
2536,31.5012941690509,31,31,15,1.0,28.099110604022506,28.099110604022506,42.8939838029077,26.96138452245765,-0.5487430805551441,0.7084091114963771,42.893983802907705,9.258900290324785,-1.597908254217329,0.9449683015899554,FAIL_TO_REJECT,-0.012842628935019461,1.044367517193521,True,-1.2608211005206825e-17,1.0,JM,19_AR1_EGARCH11_t,2536,1.5,21.000862779367267
